Transaction_ID,Date,Customer_ID,Account_Type,Transaction_Type,Category,Amount,Currency,Description,Location,Balance_After
FIN-23900,2023-02-20,CUST-139,Credit Card,Income,Salary,18093772.65,IDR,Income for Salary at Makassar,Makassar,33511613.31
FIN-23901,2023-02-15,CUST-221,Savings,Expense,Transportation,405178.07,IDR,Expense for Transportation at Jakarta,Jakarta,36816238.41
FIN-23902,2023-02-12,CUST-276,Investment,Expense,Education,356116.67,IDR,Expense for Education at Semarang,Semarang,3643174.2
FIN-23903,2023-11-17,CUST-281,Credit Card,Expense,Dining Out,125113.96,IDR,Expense for Dining Out at Denpasar,Denpasar,37342750.28
FIN-23904,2023-04-12,CUST-126,Checking,Expense,Healthcare,201487.04,IDR,Expense for Healthcare at Medan,Medan,2222095.17
FIN-23905,2023-04-01,CUST-225,Investment,Expense,Shopping,497447.19,IDR,Expense for Shopping at Bandung,Bandung,3545726.0
FIN-23906,2023-10-14,CUST-208,Savings,Expense,Dining Out,90184.48,IDR,Expense for Dining Out at Semarang,Semarang,7298486.92
FIN-23907,2023-06-27,CUST-156,Savings,Transfer,External Transfer,187364.63,IDR,Transfer for External Transfer at Surabaya,Surabaya,12852087.41
FIN-23908,2023-04-13,CUST-255,Savings,Expense,Insurance,851029.62,IDR,Expense for Insurance at Jakarta,Jakarta,37287624.37
FIN-23909,2023-02-18,CUST-119,Savings,Expense,Groceries,200440.52,IDR,Expense for Groceries,,13785201.09
FIN-23910,2023-05-25,CUST-146,Checking,Expense,Dining Out,274726.11,IDR,Expense for Dining Out at Semarang,Semarang,-3249941.89
FIN-23911,2023-11-06,CUST-103,Savings,Income,Gift,951253.36,IDR,Income for Gift at Denpasar,Denpasar,24438396.97
FIN-23912,2023-05-09,CUST-217,Savings,Expense,Education,574979.93,IDR,Expense for Education at Medan,Medan,27739208.84
FIN-23913,2023-04-25,CUST-235,Savings,Expense,Education,939220.19,IDR,Expense for Education at Medan,Medan,54517323.89
FIN-23914,2023-08-20,CUST-146,Savings,Expense,Healthcare,126989.75,IDR,Expense for Healthcare at Medan,Medan,-3376931.64
FIN-23915,2023-04-03,CUST-210,Credit Card,Expense,Utilities,66563.5,IDR,Expense for Utilities at Semarang,Semarang,31115460.65
FIN-23916,2023-08-13,CUST-140,Credit Card,Transfer,External Transfer,112522.73,IDR,Transfer for External Transfer at Bandung,Bandung,26167877.59
FIN-23917,2023-12-16,CUST-213,Checking,Income,Freelance,472236.05,IDR,Income for Freelance at Bandung,Bandung,-3022587.45
FIN-23918,2023-12-14,CUST-258,Savings,Expense,Insurance,679168.09,IDR,Expense for Insurance at Makassar,Makassar,16006190.45
FIN-23919,2023-07-31,CUST-101,Investment,Expense,Healthcare,513302.26,IDR,Expense for Healthcare at Makassar,Makassar,387579.04
FIN-23920,2023-10-09,CUST-207,Savings,Income,Gift,349592.17,IDR,Income for Gift at Bandung,Bandung,26880434.94
FIN-23921,2023-09-14,CUST-196,Investment,Expense,Education,300409.57,IDR,Expense for Education at Surabaya,Surabaya,68166286.42
FIN-23922,2023-07-30,CUST-170,Credit Card,Expense,Rent,2088756.78,IDR,Expense for Rent at Denpasar,Denpasar,4753448.77
FIN-23923,2023-09-10,CUST-268,Investment,Expense,Entertainment,598582.73,IDR,Expense for Entertainment at Makassar,Makassar,18564507.28
FIN-23924,2023-06-21,CUST-232,Investment,Expense,Healthcare,391160.76,IDR,Expense for Healthcare at Bandung,Bandung,57092579.45
FIN-23925,2023-08-15,CUST-290,Savings,Expense,Transportation,173784.3,IDR,Expense for Transportation at Bandung,Bandung,13584430.57
FIN-23926,2023-11-28,CUST-109,Checking,Expense,Entertainment,248924.16,IDR,Expense for Entertainment at Jakarta,Jakarta,6416626.98
FIN-23927,2023-10-14,CUST-285,Credit Card,Expense,Shopping,615030.0,IDR,Expense for Shopping at Semarang,Semarang,16479950.03
FIN-23928,2023-05-13,CUST-185,Savings,Expense,Entertainment,286861.14,IDR,Expense for Entertainment at Medan,Medan,5203595.75
FIN-23929,2023-09-26,CUST-101,Credit Card,Expense,Transportation,139424.75,IDR,Expense for Transportation at Semarang,Semarang,248154.29
FIN-23930,2023-04-07,CUST-147,Savings,Expense,Education,385977.11,IDR,Expense for Education at Makassar,Makassar,22586243.28
FIN-23931,2023-05-22,CUST-299,Savings,Expense,Insurance,216941.58,IDR,Expense for Insurance at Jakarta,Jakarta,-7711822.52
FIN-23932,2023-06-30,CUST-100,Investment,Expense,Dining Out,427293.96,IDR,Expense for Dining Out at Makassar,Makassar,28821920.95
FIN-23933,2023-03-14,CUST-204,Credit Card,Expense,Shopping,457436.08,IDR,Expense for Shopping at Bandung,Bandung,10369750.09
FIN-23934,2023-07-22,CUST-219,Credit Card,Expense,Dining Out,361245.62,IDR,Expense for Dining Out at Medan,Medan,26029440.44
FIN-23935,2023-08-10,CUST-290,Savings,Expense,Utilities,904394.66,IDR,Expense for Utilities at Semarang,Semarang,12680035.91
FIN-23936,2023-08-31,CUST-167,Savings,Expense,Utilities,784733.99,IDR,Expense for Utilities at Bandung,Bandung,3686399.84
FIN-23937,2023-02-05,CUST-113,Savings,Income,Freelance,441848.53,IDR,Income for Freelance at Makassar,Makassar,18040609.35
FIN-23938,2023-11-02,CUST-183,Savings,Expense,Shopping,269747.11,IDR,Expense for Shopping at Makassar,Makassar,34867156.55
FIN-23939,2023-08-29,CUST-151,Checking,Transfer,Internal Transfer,432845.04,IDR,Transfer for Internal Transfer at Bandung,Bandung,-3090717.46
FIN-23940,2023-08-17,CUST-267,Credit Card,Expense,Insurance,532823.87,IDR,Expense for Insurance at Denpasar,Denpasar,28735163.73
FIN-23941,2023-06-26,CUST-271,Checking,Expense,Utilities,762921.08,IDR,Expense for Utilities at Semarang,Semarang,34706090.41
FIN-23942,2023-08-29,CUST-185,Investment,Expense,Rent,3183098.78,IDR,Expense for Rent at Semarang,Semarang,2020496.98
FIN-23943,2023-12-15,CUST-130,Checking,Expense,Transportation,447370.79,IDR,Expense for Transportation at Surabaya,Surabaya,35763078.69
FIN-23944,2023-10-19,CUST-128,Checking,Income,Freelance,261018.07,IDR,Income for Freelance at Bandung,Bandung,35139144.6
FIN-23945,2023-12-11,CUST-126,Checking,Transfer,Internal Transfer,503247.1,IDR,Transfer for Internal Transfer at Bandung,Bandung,1718848.07
FIN-23946,2023-12-22,CUST-229,Savings,Expense,Groceries,391322.59,IDR,Expense for Groceries at Denpasar,Denpasar,48624687.85
FIN-23947,2023-11-25,CUST-193,Savings,Expense,Healthcare,274654.85,IDR,Expense for Healthcare at Semarang,Semarang,14889087.57
FIN-23948,2023-04-15,CUST-294,Credit Card,Expense,Dining Out,280530.64,IDR,Expense for Dining Out,,25094397.42
FIN-23949,2023-05-11,CUST-232,Credit Card,Expense,Healthcare,930399.62,IDR,Expense for Healthcare at Makassar,Makassar,56162179.84
FIN-23950,2023-01-04,CUST-174,Credit Card,Expense,Insurance,192855.75,IDR,Expense for Insurance,,32565733.17
FIN-23951,2023-03-02,CUST-215,Checking,Expense,Healthcare,805552.74,IDR,Expense for Healthcare at Jakarta,Jakarta,41687307.69
FIN-23952,2023-08-08,CUST-226,Credit Card,Expense,Shopping,830343.3,IDR,Expense for Shopping at Jakarta,Jakarta,17072517.99
FIN-23953,2023-10-10,CUST-243,Credit Card,Transfer,Internal Transfer,33715.43,IDR,Transfer for Internal Transfer at Jakarta,Jakarta,37874181.04
FIN-23954,2023-08-25,CUST-260,Credit Card,Expense,Entertainment,162969.93,IDR,Expense for Entertainment at Jakarta,Jakarta,-32097974.14
FIN-23955,2023-07-05,CUST-140,Checking,Expense,Rent,4646265.19,IDR,Expense for Rent at Semarang,Semarang,21521612.4
FIN-23956,2023-07-25,CUST-197,Checking,Expense,Education,824295.72,IDR,Expense for Education at Denpasar,Denpasar,50398640.04
FIN-23957,2023-07-24,CUST-190,Credit Card,Transfer,Internal Transfer,39058.09,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,3769779.63
FIN-23958,2023-06-30,CUST-170,Savings,Expense,Insurance,216395.57,IDR,Expense for Insurance at Denpasar,Denpasar,4537053.2
FIN-23959,2023-11-18,CUST-255,Credit Card,Expense,Shopping,976628.27,IDR,Expense for Shopping,,36310996.09
FIN-23960,2023-03-07,CUST-151,Savings,Expense,Shopping,148631.19,IDR,Expense for Shopping at Denpasar,Denpasar,-3239348.65
FIN-23961,2023-07-16,CUST-232,Checking,Expense,Rent,2553347.56,IDR,Expense for Rent at Jakarta,Jakarta,53608832.27
FIN-23962,2023-10-18,CUST-160,Savings,Transfer,External Transfer,304348.51,IDR,Transfer for External Transfer at Semarang,Semarang,49779914.23
FIN-23963,2023-07-03,CUST-213,Investment,Expense,Transportation,314110.75,IDR,Expense for Transportation at Bandung,Bandung,-3336698.2
FIN-23964,2023-06-18,CUST-263,Credit Card,Expense,Groceries,218636.48,IDR,Expense for Groceries at Surabaya,Surabaya,40093906.25
FIN-23965,2023-12-14,CUST-148,Checking,Expense,Dining Out,433378.32,IDR,Expense for Dining Out at Jakarta,Jakarta,24785006.1
FIN-23966,2023-09-16,CUST-187,Checking,Expense,Entertainment,650056.07,IDR,Expense for Entertainment at Denpasar,Denpasar,48489477.26
FIN-23967,2023-09-27,CUST-269,Savings,Expense,Entertainment,595831.15,IDR,Expense for Entertainment at Jakarta,Jakarta,22412406.93
FIN-23968,2023-10-22,CUST-208,Credit Card,Expense,Dining Out,383783.57,IDR,Expense for Dining Out at Denpasar,Denpasar,6914703.35
FIN-23969,2023-06-23,CUST-103,Credit Card,Expense,Dining Out,313341.63,IDR,Expense for Dining Out at Bandung,Bandung,24125055.34
FIN-23970,2023-01-16,CUST-230,Checking,Expense,Dining Out,233249.85,IDR,Expense for Dining Out at Bandung,Bandung,30493662.43
FIN-23971,2023-01-14,CUST-213,Investment,Expense,Entertainment,353203.06,IDR,Expense for Entertainment at Denpasar,Denpasar,-3689901.27
FIN-23972,2023-04-18,CUST-194,Credit Card,Expense,Groceries,436461.3,IDR,Expense for Groceries at Makassar,Makassar,243468453.54
FIN-23973,2023-03-20,CUST-214,Investment,Expense,Dining Out,251162.66,IDR,Expense for Dining Out at Medan,Medan,61257959.08
FIN-23974,2023-05-20,CUST-195,Checking,Expense,Groceries,106785.96,IDR,Expense for Groceries at Bandung,Bandung,28769701.89
FIN-23975,2023-10-28,CUST-163,Investment,Expense,Education,48152.11,IDR,Expense for Education at Denpasar,Denpasar,31839897.05
FIN-23976,2023-06-19,CUST-193,Credit Card,Expense,Dining Out,306135.79,IDR,Expense for Dining Out at Bandung,Bandung,14582951.79
FIN-23977,2023-02-24,CUST-211,Investment,Income,Gift,347509.94,IDR,Income for Gift at Jakarta,Jakarta,4573367.19
FIN-23978,2023-03-20,CUST-184,Credit Card,Expense,Entertainment,902621.5,IDR,Expense for Entertainment at Medan,Medan,-1901144.22
FIN-23979,2023-08-17,CUST-167,Savings,Expense,Groceries,402007.3,IDR,Expense for Groceries at Medan,Medan,3284392.54
FIN-23980,2023-03-17,CUST-273,Investment,Expense,Transportation,412371.18,IDR,Expense for Transportation at Jakarta,Jakarta,31705092.12
FIN-23981,2023-12-22,CUST-260,Checking,Expense,Insurance,907338.03,IDR,Expense for Insurance at Bandung,Bandung,-33005312.17
FIN-23982,2023-05-25,CUST-193,Credit Card,Expense,Dining Out,208936.49,IDR,Expense for Dining Out at Denpasar,Denpasar,14374015.29
FIN-23983,2023-07-06,CUST-211,Checking,Transfer,External Transfer,992181.7,IDR,Transfer for External Transfer at Surabaya,Surabaya,3581185.49
FIN-23984,2023-07-10,CUST-268,Investment,Expense,Healthcare,420613.62,IDR,Expense for Healthcare at Semarang,Semarang,18143893.66
FIN-23985,2023-07-02,CUST-294,Savings,Expense,Education,100741.23,IDR,Expense for Education at Jakarta,Jakarta,24993656.18
FIN-23986,2023-05-31,CUST-151,Savings,Expense,Entertainment,911610.51,IDR,Expense for Entertainment at Denpasar,Denpasar,-4150959.17
FIN-23987,2023-03-23,CUST-123,Investment,Expense,Transportation,225936.07,IDR,Expense for Transportation at Semarang,Semarang,2845296.01
FIN-23988,2023-12-16,CUST-162,Savings,Expense,Healthcare,45686.35,IDR,Expense for Healthcare at Semarang,Semarang,53911799.59
FIN-23989,2023-09-17,CUST-239,Credit Card,Expense,Rent,4928315.68,IDR,Expense for Rent at Denpasar,Denpasar,30450776.03
FIN-23990,2023-10-10,CUST-150,Savings,Income,Investment Return,1698316.13,IDR,Income for Investment Return at Bandung,Bandung,16781102.35
FIN-23991,2023-01-25,CUST-108,Checking,Expense,Transportation,368426.69,IDR,Expense for Transportation at Medan,Medan,16336775.23
FIN-23992,2023-10-28,CUST-110,Checking,Transfer,Internal Transfer,547909.77,IDR,Transfer for Internal Transfer at Makassar,Makassar,-6046478.42
FIN-23993,2023-02-02,CUST-243,Checking,Expense,Dining Out,478666.22,IDR,Expense for Dining Out at Denpasar,Denpasar,37395514.82
FIN-23994,2023-07-31,CUST-297,Investment,Expense,Transportation,386479.04,IDR,Expense for Transportation at Surabaya,Surabaya,261313021.06
FIN-23995,2023-01-05,CUST-239,Checking,Expense,Groceries,133517.39,IDR,Expense for Groceries at Medan,Medan,30317258.64
FIN-23996,2023-05-30,CUST-223,Credit Card,Income,Freelance,313884.54,IDR,Income for Freelance at Makassar,Makassar,36497613.0
FIN-23997,2023-10-14,CUST-149,Checking,Expense,Education,822226.65,IDR,Expense for Education at Denpasar,Denpasar,21927280.83
FIN-23998,2023-11-30,CUST-183,Savings,Expense,Shopping,479627.79,IDR,Expense for Shopping at Semarang,Semarang,34387528.76
FIN-23999,2023-10-18,CUST-143,Credit Card,Expense,Insurance,667113.9,IDR,Expense for Insurance at Medan,Medan,21054918.9
FIN-24000,2023-11-09,CUST-155,Credit Card,Expense,Entertainment,336978.38,IDR,Expense for Entertainment at Surabaya,Surabaya,32940274.84
FIN-24001,2023-04-11,CUST-257,Credit Card,Income,Bonus,630339.21,IDR,Income for Bonus at Jakarta,Jakarta,50791464.2
FIN-24002,2023-10-12,CUST-244,Investment,Expense,Education,394714.95,IDR,Expense for Education at Semarang,Semarang,29623321.38
FIN-24003,2023-02-02,CUST-131,Checking,Expense,Education,783687.27,IDR,Expense for Education at Makassar,Makassar,25494923.86
FIN-24004,2023-11-19,CUST-265,Checking,Expense,Shopping,495738.89,IDR,Expense for Shopping at Medan,Medan,45020708.55
FIN-24005,2023-04-17,CUST-158,Investment,Expense,Dining Out,73955.19,IDR,Expense for Dining Out at Surabaya,Surabaya,38102139.89
FIN-24006,2023-09-21,CUST-205,Investment,Transfer,External Transfer,500814.66,IDR,Transfer for External Transfer at Denpasar,Denpasar,30146891.39
FIN-24007,2023-06-18,CUST-183,Investment,Expense,Entertainment,679021.72,IDR,Expense for Entertainment at Denpasar,Denpasar,33708507.04
FIN-24008,2023-12-08,CUST-195,Investment,Expense,Shopping,680231.36,IDR,Expense for Shopping at Jakarta,Jakarta,28089470.53
FIN-24009,2023-03-09,CUST-201,Investment,Expense,Dining Out,337616.43,IDR,Expense for Dining Out at Medan,Medan,43021367.28
FIN-24010,2023-04-25,CUST-142,Investment,Income,Freelance,116297.2,IDR,Income for Freelance at Bandung,Bandung,12216497.88
FIN-24011,2023-05-10,CUST-145,Savings,Income,Bonus,96902.33,IDR,Income for Bonus at Bandung,Bandung,9103070.11
FIN-24012,2023-08-22,CUST-283,Savings,Expense,Utilities,60202.08,IDR,Expense for Utilities at Jakarta,Jakarta,14115906.41
FIN-24013,2023-10-20,CUST-235,Credit Card,Expense,Rent,4315632.92,IDR,Expense for Rent at Surabaya,Surabaya,50201690.97
FIN-24014,2023-04-25,CUST-181,Credit Card,Income,Salary,14388619.28,IDR,Income for Salary at Denpasar,Denpasar,-1842622.88
FIN-24015,2023-04-06,CUST-281,Investment,Expense,Healthcare,713115.34,IDR,Expense for Healthcare at Makassar,Makassar,36629634.94
FIN-24016,2023-10-30,CUST-277,Savings,Expense,Utilities,215135.18,IDR,Expense for Utilities,,12384268.49
FIN-24017,2023-01-21,CUST-290,Savings,Expense,Insurance,52785.59,IDR,Expense for Insurance at Jakarta,Jakarta,12627250.32
FIN-24018,2023-09-28,CUST-168,Credit Card,Expense,Dining Out,311170.46,IDR,Expense for Dining Out at Semarang,Semarang,337558.1
FIN-24019,2023-01-11,CUST-185,Checking,Expense,Utilities,357833.7,IDR,Expense for Utilities at Jakarta,Jakarta,1662663.27
FIN-24020,2023-05-29,CUST-155,Credit Card,Transfer,Internal Transfer,54299.75,IDR,Transfer for Internal Transfer,,32885975.09
FIN-24021,2023-09-05,CUST-222,Credit Card,Income,Salary,11421600.66,IDR,Income for Salary at Surabaya,Surabaya,54214634.07
FIN-24022,2023-02-25,CUST-202,Investment,Expense,Transportation,420397.74,IDR,Expense for Transportation at Surabaya,Surabaya,38842370.14
FIN-24023,2023-03-21,CUST-111,Credit Card,Expense,Education,134996.37,IDR,Expense for Education at Surabaya,Surabaya,17671407.52
FIN-24024,2023-07-31,CUST-208,Investment,Expense,Rent,2114368.34,IDR,Expense for Rent at Medan,Medan,4800335.02
FIN-24025,2023-07-02,CUST-186,Savings,Expense,Utilities,258041.24,IDR,Expense for Utilities at Medan,Medan,66202402.33
FIN-24026,2023-08-22,CUST-135,Savings,Expense,Healthcare,632766.11,IDR,Expense for Healthcare at Medan,Medan,33961955.63
FIN-24027,2023-06-10,CUST-128,Savings,Income,Investment Return,1816498.81,IDR,Income for Investment Return at Medan,Medan,36955643.4
FIN-24028,2023-10-09,CUST-224,Savings,Expense,Rent,2617223.8,IDR,Expense for Rent at Surabaya,Surabaya,-3026308.84
FIN-24029,2023-02-12,CUST-278,Savings,Expense,Insurance,870805.46,IDR,Expense for Insurance at Surabaya,Surabaya,8070763.99
FIN-24030,2023-07-06,CUST-148,Checking,Expense,Transportation,57514.1,IDR,Expense for Transportation at Bandung,Bandung,24727491.99
FIN-24031,2023-10-26,CUST-279,Credit Card,Transfer,External Transfer,337538.59,IDR,Transfer for External Transfer at Semarang,Semarang,66487545.35
FIN-24032,2023-06-01,CUST-148,Checking,Expense,Shopping,234930.11,IDR,Expense for Shopping at Makassar,Makassar,24492561.88
FIN-24033,2023-05-16,CUST-205,Credit Card,Expense,Entertainment,741823.41,IDR,Expense for Entertainment at Jakarta,Jakarta,29405067.98
FIN-24034,2023-06-05,CUST-117,Savings,Expense,Dining Out,294967.88,IDR,Expense for Dining Out at Jakarta,Jakarta,21624815.44
FIN-24035,2023-11-07,CUST-156,Checking,Expense,Entertainment,726170.94,IDR,Expense for Entertainment at Denpasar,Denpasar,12125916.47
FIN-24036,2023-05-02,CUST-101,Credit Card,Expense,Entertainment,702903.63,IDR,Expense for Entertainment at Jakarta,Jakarta,-454749.34
FIN-24037,2023-01-02,CUST-247,Credit Card,Income,Investment Return,543245.77,IDR,Income for Investment Return at Makassar,Makassar,44677815.16
FIN-24038,2023-03-17,CUST-124,Investment,Income,Investment Return,937588.65,IDR,Income for Investment Return at Makassar,Makassar,54626434.62
FIN-24039,2023-12-25,CUST-259,Checking,Expense,Transportation,438173.78,IDR,Expense for Transportation at Semarang,Semarang,11323358.05
FIN-24040,2023-08-29,CUST-123,Investment,Expense,Shopping,380370.9,IDR,Expense for Shopping at Semarang,Semarang,2464925.11
FIN-24041,2023-08-16,CUST-195,Savings,Expense,Groceries,272111.31,IDR,Expense for Groceries at Denpasar,Denpasar,27817359.22
FIN-24042,2023-10-16,CUST-161,Savings,Expense,Groceries,491464.28,IDR,Expense for Groceries at Denpasar,Denpasar,47767216.77
FIN-24043,2023-10-29,CUST-121,Investment,Expense,Shopping,197312.45,IDR,Expense for Shopping at Semarang,Semarang,21505135.21
FIN-24044,2023-04-19,CUST-196,Credit Card,Expense,Rent,3316962.63,IDR,Expense for Rent at Bandung,Bandung,64849323.79
FIN-24045,2023-01-23,CUST-198,Credit Card,Expense,Dining Out,467634.39,IDR,Expense for Dining Out at Makassar,Makassar,38968674.51
FIN-24046,2023-06-21,CUST-246,Checking,Transfer,External Transfer,472413.73,IDR,Transfer for External Transfer at Medan,Medan,28616969.25
FIN-24047,2023-07-08,CUST-101,Credit Card,Expense,Rent,3141408.5,IDR,Expense for Rent at Surabaya,Surabaya,-3596157.84
FIN-24048,2023-12-01,CUST-284,Checking,Expense,Education,665021.66,IDR,Expense for Education,,22002936.54
FIN-24049,2023-03-07,CUST-261,Investment,Expense,Groceries,104576.47,IDR,Expense for Groceries at Jakarta,Jakarta,21963661.96
FIN-24050,2023-03-02,CUST-106,Checking,Expense,Rent,3556722.61,IDR,Expense for Rent at Semarang,Semarang,39333505.18
FIN-24051,2023-01-02,CUST-242,Savings,Expense,Rent,1671462.04,IDR,Expense for Rent at Makassar,Makassar,10060840.57
FIN-24052,2023-07-27,CUST-270,Checking,Expense,Entertainment,929776.04,IDR,Expense for Entertainment at Semarang,Semarang,33394410.91
FIN-24053,2023-08-25,CUST-219,Investment,Expense,Rent,1796193.92,IDR,Expense for Rent at Makassar,Makassar,24233246.52
FIN-24054,2023-07-17,CUST-229,Checking,Expense,Groceries,97331.55,IDR,Expense for Groceries at Denpasar,Denpasar,48527356.3
FIN-24055,2023-11-04,CUST-202,Credit Card,Expense,Insurance,455102.16,IDR,Expense for Insurance at Bandung,Bandung,38387267.98
FIN-24056,2023-07-19,CUST-278,Savings,Transfer,Internal Transfer,157803.42,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,7912960.57
FIN-24057,2023-03-03,CUST-152,Credit Card,Expense,Education,934413.38,IDR,Expense for Education at Makassar,Makassar,7976609.08
FIN-24058,2023-09-29,CUST-271,Checking,Expense,Rent,3235961.86,IDR,Expense for Rent at Bandung,Bandung,31470128.56
FIN-24059,2023-09-26,CUST-206,Investment,Income,Gift,129441.19,IDR,Income for Gift at Makassar,Makassar,1416352.58
FIN-24060,2023-09-12,CUST-167,Investment,Transfer,External Transfer,504134.83,IDR,Transfer for External Transfer at Semarang,Semarang,2780257.7
FIN-24061,2023-11-15,CUST-270,Credit Card,Expense,Dining Out,147272.07,IDR,Expense for Dining Out at Semarang,Semarang,33247138.84
FIN-24062,2023-10-30,CUST-220,Savings,Income,Bonus,775291.06,IDR,Income for Bonus at Jakarta,Jakarta,56498666.52
FIN-24063,2023-12-23,CUST-197,Credit Card,Expense,Education,131857.82,IDR,Expense for Education at Semarang,Semarang,50266782.22
FIN-24064,2023-02-15,CUST-245,Investment,Transfer,Internal Transfer,218710.68,IDR,Transfer for Internal Transfer at Makassar,Makassar,10308226.66
FIN-24065,2023-02-09,CUST-162,Investment,Expense,Rent,2623278.55,IDR,Expense for Rent at Denpasar,Denpasar,51288521.04
FIN-24066,2023-09-02,CUST-195,Checking,Expense,Entertainment,186156.66,IDR,Expense for Entertainment at Semarang,Semarang,27631202.56
FIN-24067,2023-12-12,CUST-170,Investment,Expense,Shopping,132651.19,IDR,Expense for Shopping at Semarang,Semarang,4404402.02
FIN-24068,2023-12-07,CUST-250,Checking,Expense,Entertainment,130998.3,IDR,Expense for Entertainment at Denpasar,Denpasar,62436913.75
FIN-24069,2023-03-07,CUST-135,Checking,Income,Freelance,515576.38,IDR,Income for Freelance at Denpasar,Denpasar,34477532.01
FIN-24070,2023-05-06,CUST-245,Credit Card,Expense,Insurance,379786.45,IDR,Expense for Insurance at Bandung,Bandung,9928440.2
FIN-24071,2023-06-16,CUST-223,Investment,Expense,Education,88088.83,IDR,Expense for Education at Surabaya,Surabaya,36409524.18
FIN-24072,2023-12-09,CUST-177,Checking,Expense,Entertainment,214331.89,IDR,Expense for Entertainment at Jakarta,Jakarta,50685673.82
FIN-24073,2023-02-05,CUST-276,Credit Card,Expense,Rent,4499670.64,IDR,Expense for Rent at Surabaya,Surabaya,-856496.44
FIN-24074,2023-01-26,CUST-258,Credit Card,Expense,Transportation,221240.8,IDR,Expense for Transportation at Makassar,Makassar,15784949.66
FIN-24075,2023-06-30,CUST-206,Checking,Expense,Dining Out,138685.61,IDR,Expense for Dining Out at Medan,Medan,1277666.97
FIN-24076,2023-08-24,CUST-101,Credit Card,Expense,Healthcare,576903.75,IDR,Expense for Healthcare at Semarang,Semarang,-4173061.59
FIN-24077,2023-11-26,CUST-169,Credit Card,Expense,Rent,4250472.84,IDR,Expense for Rent at Denpasar,Denpasar,8429107.95
FIN-24078,2023-09-07,CUST-299,Investment,Expense,Transportation,206963.47,IDR,Expense for Transportation at Jakarta,Jakarta,-7918785.99
FIN-24079,2023-02-24,CUST-234,Savings,Expense,Education,421502.34,IDR,Expense for Education at Jakarta,Jakarta,4581691.73
FIN-24080,2023-04-20,CUST-139,Checking,Expense,Entertainment,218035.84,IDR,Expense for Entertainment at Makassar,Makassar,33293577.48
FIN-24081,2023-02-09,CUST-125,Savings,Expense,Insurance,47207.89,IDR,Expense for Insurance at Medan,Medan,12537409.31
FIN-24082,2023-01-28,CUST-264,Savings,Expense,Healthcare,293429.43,IDR,Expense for Healthcare at Medan,Medan,27985069.01
FIN-24083,2023-04-06,CUST-177,Credit Card,Transfer,External Transfer,422063.59,IDR,Transfer for External Transfer at Jakarta,Jakarta,50263610.23
FIN-24084,2023-04-29,CUST-187,Credit Card,Expense,Education,712103.24,IDR,Expense for Education at Semarang,Semarang,47777374.02
FIN-24085,2023-05-26,CUST-101,Investment,Expense,Groceries,387837.15,IDR,Expense for Groceries at Bandung,Bandung,-4560898.74
FIN-24086,2023-07-17,CUST-198,Savings,Transfer,External Transfer,834868.21,IDR,Transfer for External Transfer at Makassar,Makassar,38133806.29
FIN-24087,2023-12-05,CUST-112,Investment,Income,Bonus,927074.43,IDR,Income for Bonus at Jakarta,Jakarta,-1097414.29
FIN-24088,2023-08-15,CUST-247,Credit Card,Income,Bonus,343924.05,IDR,Income for Bonus at Makassar,Makassar,45021739.22
FIN-24089,2023-02-13,CUST-289,Checking,Income,Bonus,173803.29,IDR,Income for Bonus at Medan,Medan,40940847.95
FIN-24090,2023-02-04,CUST-198,Savings,Transfer,External Transfer,441761.34,IDR,Transfer for External Transfer at Makassar,Makassar,37692044.96
FIN-24091,2023-06-21,CUST-169,Savings,Income,Bonus,440403.04,IDR,Income for Bonus at Surabaya,Surabaya,8869510.99
FIN-24092,2023-09-23,CUST-187,Savings,Expense,Healthcare,699675.99,IDR,Expense for Healthcare at Medan,Medan,47077698.03
FIN-24093,2023-11-28,CUST-256,Savings,Expense,Insurance,553316.22,IDR,Expense for Insurance at Surabaya,Surabaya,9675220.56
FIN-24094,2023-06-05,CUST-251,Checking,Income,Gift,864159.12,IDR,Income for Gift at Bandung,Bandung,19537052.31
FIN-24095,2023-03-23,CUST-246,Credit Card,Expense,Dining Out,1493570.06,IDR,Expense for Dining Out at Denpasar,Denpasar,27123399.19
FIN-24096,2023-09-20,CUST-192,Investment,Transfer,Internal Transfer,584682.88,IDR,Transfer for Internal Transfer at Bandung,Bandung,19210603.98
FIN-24097,2023-03-20,CUST-101,Savings,Expense,Rent,1878254.22,IDR,Expense for Rent at Jakarta,Jakarta,-6439152.96
FIN-24098,2023-11-14,CUST-229,Credit Card,Expense,Healthcare,622087.97,IDR,Expense for Healthcare at Medan,Medan,47905268.33
FIN-24099,2023-07-26,CUST-193,Credit Card,Expense,Shopping,155406.78,IDR,Expense for Shopping at Jakarta,Jakarta,14218608.52
FIN-24100,2023-05-07,CUST-269,Investment,Expense,Entertainment,949929.5,IDR,Expense for Entertainment at Bandung,Bandung,21462477.43
FIN-24101,2023-05-20,CUST-277,Savings,Transfer,External Transfer,199474.87,IDR,Transfer for External Transfer at Makassar,Makassar,12184793.62
FIN-24102,2023-01-14,CUST-124,Savings,Income,Gift,321498.95,IDR,Income for Gift at Medan,Medan,54947933.57
FIN-24103,2023-10-01,CUST-296,Checking,Expense,Transportation,180418.88,IDR,Expense for Transportation at Jakarta,Jakarta,22288739.91
